"Food ID"	"Name"	"Optional Name"	"Description"	"Scientific Name"	"Derivation"	"Nitrogen Factor"	"Fat Factor"	"Specific Gravity"	"Sampling details"	"Inedible Portion"	"Edible Portion"	"Group"	"Sub Group"	"Sort Order"
"01A30128"	"Whisky"	"Scotch"	"Alcoholic beverage prepared by distillation of fermented cereals."	""	"Analysed"	"6.25"	"0.800"	"0.955"	"The majority of nutrients were derived from a composite sample of 2 brands of whisky, purchased in Adelaide in December 1989. Folate borrowed from UK 5th edition (4S), 1994."	"nil"	"100%"	"Beverages"	"Alcoholic"	"58"
"01A20105"	"Wine & fruit juice blend (wine cooler), all flavours"	""	"Alcoholic beverage produced from a mixture of approximately one third white wine and two thirds fruit juice, sometimes with added flavouring. Approximately 3% v/v alcohol."	""	"Analysed"	"6.00"	"0.800"	"1.030"	"The majority of nutrients were derived from brands purchased in Adelaide in 1990. Folate estimated from white wine and fruit juices."	"nil"	"100%"	"Beverages"	"Alcoholic"	"59"
"01A20090"	"Wine, red"	""	"Alcoholic beverage produced by fermentation of grape juice with prolonged grape skin contact to produce wine of a deep red colour. Approximately 12% v/v alcohol."	""	"Analysed"	"6.25"	"0.800"	"0.994"	"The majority of nutrients were derived from a composite sample of 6 brands of Australian cask and bottled red wine purchased in Adelaide in 1990 and defined as being claret style or made from shiraz, cabernet or malbec grapes. Folate borrowed from UK 5th edition (4S), record 228."	"nil"	"100%"	"Beverages"	"Alcoholic"	"60"
"01A20103"	"Wine, red, reduced alcohol"	""	"Alcoholic beverage produced by fermentation of grape juice with contact with grape skins, and processed so that less alcohol remains than in regular red wine. Contains less than 6.5% v/v alcohol."	""	"NNS 1995"	"6.00"	"0.800"	"0.997"	"Data prepared for AUSNUT 1999. The majority of nutrients are imputed from regular red wine, with adjustments made to moisture and alcohol. Se is imputed."	"nil"	"100%"	"Beverages"	"Alcoholic"	"61"
"01A20091"	"Wine, rose"	""	"Alcoholic beverage produced by fermentation of grape juice so that the wine has a pale pink colour. Approximately 11% v/v alcohol."	""	"Analysed"	"6.25"	"0.800"	"1.003"	"The majority of nutrients were derived from a composite sample of 5 brands of cask and bottled Australian rose wine and 1 bottle of Portuguese rose wine, purchased in Adelaide in 1990. Grape variety includes grenache. Folate borrowed from USDA, record 14104."	"nil"	"100%"	"Beverages"	"Alcoholic"	"62"
"01A20092"	"Wine, red, sparkling"	""	"Alcoholic beverage produced by fermentation of grape juice from red wine grapes, retaining significant quantities of dissolved carbon dioxide. Approximately 13% v/v alcohol."	""	"Industry"	"6.25"	"0.800"	"0.995"	"Data prepared for AUSNUT 1999. The majority of nutrient data were based on the composition of sparkling white wine. Data on specific gravity, alcohol, acidity and sugars content were provided by Australian industry in 2004. Se is imputed. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Beverages"	"Alcoholic"	"63"
"01A20093"	"Wine, red, cooked"	""	"Alcoholic beverage produced by fermentation of grape juice with prolonged contact with grape skins, then heated until the majority of alcohol has evaporated."	""	"Calculated"	"6.25"	"0.800"	"1.005"	"Data prepared for AUSNUT 1999. The majority of nutrients were based on Australian analytical data for red wine, with significant changes made to many nutrient values to allow for nutrient change on heating."	"nil"	"100%"	"Beverages"	"Alcoholic"	"64"
"01A20094"	"Wine, white, dry style (sugars content < 1%)"	""	"Fermented grape juice produced with little contact with grape skins so that the wine is pale yellow in colour with little sugars remaining. Includes wine described as white burgundy, or produced from chardonnay, semillon, colombard, chenin blanc and tokay varieties. Approximately 12% v/v alcohol."	""	"Analysed"	"6.25"	"0.800"	"0.994"	"The majority of nutrients were derived from a composite sample of 6 brands of cask and bottled Australian wine purchased in Adelaide in 1990. I, Se, Cr, Ni & Mo were derived from 10 samples of dry or medium-dry white table wines purchased in Tas, WA, NSW, ACT & Vic in December 2004 (22nd ATDS). Remaining metals were derived from samples collected in 2000 (20th ATDS). Folate borrowed from UK 5th edition (4S), record 230."	"nil"	"100%"	"Beverages"	"Alcoholic"	"65"
"01A20095"	"Wine, white, medium dry style (~ 1% sugars)"	""	"Alcoholic beverage prepared by fermentation of grape juice, with little contact with grape skins so that the wine is pale yellow in colour with some sugars remaining. Includes gewurztraminer and riesling grape varieties. Approximately 11% v/v alcohol."	""	"Analysed"	"6.25"	"0.800"	"0.998"	"The majority of nutrients were derived from a composite sample of 6 brands of cask and bottled Australian wine purchased in Adelaide in 1990. I, Se, Cr, Ni & Mo were derived from 10 samples of dry or medium-dry white table wines purchased in Tas, WA, NSW, ACT & Vic in December 2004 (22nd ATDS). Remaining metals were derived from samples collected in 2000 (20th ATDS). Folate borrowed from UK 5th edition (4S), record 230."	"nil"	"100%"	"Beverages"	"Alcoholic"	"66"
"01A20096"	"Wine, white, medium sweet style (~ 2.5% sugars)"	""	"Alcoholic beverage prepared by fermentation of grape juice produced with little contact with grape skins so that the wine is pale yellow in colour, with some sugars remaining (approximately 2.5% sugars). Includes wine described as being moselle, liebfrauwine or spaetlese, or made from riesling or frontignac grape varieties. Approximately 10% v/v alcohol."	""	"Analysed"	"6.25"	"0.800"	"1.005"	"The majority of nutrients were derived from a composite sample of 6 brands of cask and bottled Australian wine purchased in Adelaide in 1990. I, Se, Cr, Ni & Mo were derived from 10 samples of dry or medium-dry white table wines purchased in Tas, WA, NSW, ACT & Vic in December 2004 (22nd ATDS). Remaining metals were derived from samples collected in 2000 (20th ATDS). Folate borrowed from UK 5th edition (4S), record 233."	"nil"	"100%"	"Beverages"	"Alcoholic"	"67"
"01A20102"	"Wine, white, reduced alcohol"	""	"Alcoholic beverage produced by fermentation of grape juice with little contact with grape skins, and processed so that less alcohol remains than in regular white wine. Contains less than 6.5% v/v alcohol."	""	"NNS 1995"	"6.00"	"0.800"	"1.001"	"Data prepared for AUSNUT 1999. The majority of nutrient data were based on regular white wine, with adjustments made to moisture and alcohol. Se is imputed."	"nil"	"100%"	"Beverages"	"Alcoholic"	"68"
"01A20097"	"Wine, white, sparkling"	""	"Alcoholic beverage prepared by fermentation of grape juice produced with little grape skin contact so that the wine is pale yellow in colour and retains significant quantities of dissolved carbon dioxide. Includes wine described as brut or semi-brut in style. Approximately 11% v/v alcohol."	""	"Analysed"	"6.25"	"0.800"	"0.995"	"The majority of nutrients were derived from a composite sample of 6 brands of Australian sparkling white wine purchased in Adelaide in 1990, and either brut (dry) or semi-brut (medium dry) in style. I, Se, Cr, Ni & Mo were derived from 10 samples of dry or medium-dry white table wines purchased in Tas, WA, NSW, ACT & Vic in December 2004 (22nd ATDS).  Remaining metals were derived from samples collected in 2000 (20th ATDS)."	"nil"	"100%"	"Beverages"	"Alcoholic"	"69"
"01A20104"	"Wine, white, sparkling, de-alcoholised"	""	"Beverage prepared by fermentation of grape juice produced with little grape skin contact so that the wine is pale yellow in colour and retains significant quantities of dissolved carbon dioxide and processed so as to remove almost all alcohol. Contains less than 0.5% v/v alcohol."	""	"NNS 1995"	"6.25"	"0.800"	"0.971"	"Data prepared for AUSNUT 1999. The majority of nutrients were based on Australian analytical data for sparkling white wine, with adjustments made to moisture and alcohol to reflect alcohol removal. Se is imputed."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"70"
"01A20098"	"Wine, white, cooked"	""	"Alcoholic beverage produced by fermentation of grape juice with little contact with grape skins, then heated until the majority of alcohol has evaporated."	""	"Calculated"	"6.25"	"0.800"	"0.998"	"Data prepared for AUSNUT 1999. The majority of nutrients were based on Australian analytical data for white wine, with significant changes made to many nutrient values to allow for nutrient change on heating. Se is imputed zero."	"nil"	"100%"	"Beverages"	"Alcoholic"	"71"
"01A20106"	"Wine, white, sweet dessert style"	"Dessert wine"	"Alcoholic beverage prepared by fermentation of grape juice with little grape skin contact, so that the wine is golden in colour and retains a high level of residual sugars (approximately 10% sugars). Includes botyritised wine. Approximately  11% v/v alcohol."	""	"Industry"	"6.25"	"0.800"	"1.044"	"The majority of nutrient values were borrowed from USDA, record 14057 or imputed from medium sweet white wine. Sugar, acidity and alcohol values were supplied by Australian industry in 2004."	"nil"	"100%"	"Beverages"	"Alcoholic"	"72"
"01B10288"	"Cocoa powder"	""	"Powder produced from the liquor extracted from cocoa beans. Typically used to flavour beverages and in baking."	""	"Analysed"	"4.74"	"0.956"	"0.000"	"Protein, fat, ash and fibre were derived from a composite sample of 10 purchases of cocoa powder (5x Cadbury, 2x Homebrand, 1x Savings, 1x Bilo, 1x Van Houten) purchased in Melbourne in May 2002. Protein, fat, ash, vitamins (except folate), most minerals and starch were derived from a composite sample of 6 purchases of 4 brands purchased in Adelaide, December 1989. Caffeine was derived from a composite sample of 7 purchases of 4 brands of cocoa powder purchased in Victoria in 2002 (4x Cadbury, 1x Nestle, 2x Bilo, 1x Homebrand). I and folate were derived from a composite of 8 purchases of cocoa powder (3x Cadbury, 3x Nestle, 2x Savings) purchased in Melbourne in January 2006. Note: considerable uncertainty in analysis of fibre and starch in cocoa powder - values should be used with caution. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"73"
"01B10284"	"Beverage base, drinking chocolate, unfortified"	"Cocoa"	"Powdered mixture of sugar and cocoa or chocolate used for mixing with milk or water to produce a beverage. Other ingredients may include maltodextrin, milk solids, soy lecithin, salt, flavour. Does not contain added vitamins or minerals."	""	"Analysed"	"6.25"	"0.956"	"0.000"	"The majority of nutrients are derived from samples of drinking chocolate purchased in Adelaide from 1989 to 1994. Fatty acids and carotenes imputed from cocoa powder. Caffeine was derived from a composite sample of drinking chocolate purchased in Victoria in 2002. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"74"
"01B10285"	"Beverage base, chocolate flavour, unfortified (Nesquik brand)"	"Nesquik"	"Dry beverage base used to prepare a chocolate flavoured beverage with the addition of milk. Typical ingredients include sugar, cocoa, soy lecithin and salt. No added vitamins or minerals. Nesquik brand is an example of such a product."	""	"NNS 1995"	"6.25"	"0.956"	"0.000"	"Data (except caffeine and sodium) prepared for AUSNUT 1999. No further information available. Caffeine was derived from a composite sample of 8 purchases of 5 brands of chocolate beverage bases purchased in Victoria in 2002. Sodium based on label data from 2010 for Nesquik chocolate flavour."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"75"
"01B10286"	"Beverage base, chocolate flavour, with milk solids, unfortified"	""	"Dry mix used to prepare a hot chocolate flavoured beverage with the addition of water. Typical ingredients include sugar, milk solids, maltodextrins, vegetable oil, cocoa (around 10%). Does not contain added vitamins or minerals."	""	"NNS 1995"	"6.25"	"0.956"	"0.000"	"Data prepared for AUSNUT 1999. The majority of nutrients were based on drinking chocolate powder, with adjustments made to reflect label data. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"76"
"01B10287"	"Beverage base, chocolate flavour, with milk solids, unfortified, intense sweetened"	""	"Dry mix used to prepare a hot chocolate flavoured beverage with the addition of water. Mix is sweetened with intense sweeteners instead of sugar. Typical ingredients include maltodextrins, milk solids, vegetable oil and cocoa. Does not contain added vitamins or minerals."	""	"NNS 1995"	"6.25"	"0.956"	"0.000"	"Data prepared for AUSNUT 1999. No further information available. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"77"
"01B10282"	"Beverage base, chocolate flavour, added iron & vitamins A & B3"	""	"Dry beverage base used to prepare a chocolate flavoured beverage with the addition of milk. Contains added iron, niacin and vitamin A. Typical ingredients include barley and malt extract, sugar, cocoa, milk solids and maltodextrins. Ovaltine brand is an example of such a product."	""	"Analysed"	"6.25"	"0.956"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples of 1 brand (Ovaltine) purchased in Adelaide, December 1989. Caffeine was derived from a composite sample of 8 purchases of 5 brands of chocolate beverage bases purchased in Victoria in 2002. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Beverages"	"Non-Alcoholic"	"78"
